expiry_label,underlying_tenor,value
1M,1Y,70.799999999999997
1M,2Y,86.299999999999997
1M,3Y,83.200000000000003
1M,4Y,78.599999999999994
1M,5Y,76.400000000000006
1M,7Y,71
1M,10Y,65.099999999999994
1M,15Y,60.200000000000003
1M,20Y,56.200000000000003
1M,25Y,55
1M,30Y,53.899999999999999
3M,1Y,79.900000000000006
3M,2Y,90.900000000000006
3M,3Y,87.5
3M,4Y,84.799999999999997
3M,5Y,82.099999999999994
3M,7Y,77.5
3M,10Y,71.400000000000006
3M,15Y,67.299999999999997
3M,20Y,64.299999999999997
3M,25Y,63
3M,30Y,62.100000000000001
6M,1Y,93.700000000000003
6M,2Y,95.200000000000003
6M,3Y,91.799999999999997
6M,4Y,88.599999999999994
6M,5Y,85.5
6M,7Y,81.400000000000006
6M,10Y,76.400000000000006
6M,15Y,72.700000000000003
6M,20Y,70
6M,25Y,68.900000000000006
6M,30Y,68.099999999999994
9M,1Y,98.5
9M,2Y,96.299999999999997
9M,3Y,93
9M,4Y,89.900000000000006
9M,5Y,86.700000000000003
9M,7Y,82.700000000000003
9M,10Y,78.099999999999994
9M,15Y,74.799999999999997
9M,20Y,72.599999999999994
9M,25Y,71.5
9M,30Y,71
1Y,1Y,101.5
1Y,2Y,97.799999999999997
1Y,3Y,93.599999999999994
1Y,4Y,90.799999999999997
1Y,5Y,88.099999999999994
1Y,7Y,83.700000000000003
1Y,10Y,79.299999999999997
1Y,15Y,76.299999999999997
1Y,20Y,74.400000000000006
1Y,25Y,73.400000000000006
1Y,30Y,73
2Y,1Y,97.700000000000003
2Y,2Y,94
2Y,3Y,91.200000000000003
2Y,4Y,89.099999999999994
2Y,5Y,87.099999999999994
2Y,7Y,83.700000000000003
2Y,10Y,80.5
2Y,15Y,78
2Y,20Y,76.700000000000003
2Y,25Y,76
2Y,30Y,75.700000000000003
3Y,1Y,94
3Y,2Y,91.200000000000003
3Y,3Y,88.900000000000006
3Y,4Y,87.400000000000006
3Y,5Y,85.900000000000006
3Y,7Y,83.5
3Y,10Y,81.299999999999997
3Y,15Y,78.799999999999997
3Y,20Y,77.599999999999994
3Y,25Y,76.900000000000006
3Y,30Y,76.700000000000003
4Y,1Y,91.299999999999997
4Y,2Y,89.200000000000003
4Y,3Y,87.599999999999994
4Y,4Y,86.400000000000006
4Y,5Y,85.200000000000003
4Y,7Y,83.400000000000006
4Y,10Y,81.599999999999994
4Y,15Y,79.099999999999994
4Y,20Y,77.900000000000006
4Y,25Y,77.200000000000003
4Y,30Y,77
5Y,1Y,89.700000000000003
5Y,2Y,88.099999999999994
5Y,3Y,86.5
5Y,4Y,85.5
5Y,5Y,84.5
5Y,7Y,83.200000000000003
5Y,10Y,81.799999999999997
5Y,15Y,79.099999999999994
5Y,20Y,78.099999999999994
5Y,25Y,77.400000000000006
5Y,30Y,77.200000000000003
6Y,1Y,87.700000000000003
6Y,2Y,86.700000000000003
6Y,3Y,85.700000000000003
6Y,4Y,84.900000000000006
6Y,5Y,84
6Y,7Y,82.900000000000006
6Y,10Y,81.700000000000003
6Y,15Y,78.900000000000006
6Y,20Y,78
6Y,25Y,77.299999999999997
6Y,30Y,77
7Y,1Y,86.599999999999994
7Y,2Y,85.900000000000006
7Y,3Y,84.900000000000006
7Y,4Y,84.200000000000003
7Y,5Y,83.700000000000003
7Y,7Y,82.700000000000003
7Y,10Y,81.599999999999994
7Y,15Y,78.799999999999997
7Y,20Y,77.900000000000006
7Y,25Y,77.200000000000003
7Y,30Y,76.900000000000006
8Y,1Y,85.599999999999994
8Y,2Y,84.900000000000006
8Y,3Y,84.200000000000003
8Y,4Y,83.700000000000003
8Y,5Y,83.200000000000003
8Y,7Y,82.299999999999997
8Y,10Y,81.299999999999997
8Y,15Y,78.5
8Y,20Y,77.599999999999994
8Y,25Y,76.900000000000006
8Y,30Y,76.599999999999994
9Y,1Y,85
9Y,2Y,84.299999999999997
9Y,3Y,83.700000000000003
9Y,4Y,83.299999999999997
9Y,5Y,82.900000000000006
9Y,7Y,82
9Y,10Y,80.900000000000006
